id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6766189,Cozy Home in Temescal (Near BART),2265560,Danielle,,Shafter,37.83714,-122.26087,Entire home/apt,135,3,7,2019-12-28,0.06,1,30,0,
6766479,Downtown Cottage Walk to BART,35424833,Brittney,,San Pablo Gateway,37.80741,-122.276,Entire home/apt,69,10,157,2025-08-15,1.25,5,115,9,
6951658,"Magnificent views, Oakland/ Montclair hills",27553233,Jill,,Merriwood,37.848,-122.21582,Entire home/apt,104,4,131,2024-12-28,1.05,1,154,5,
6973983,"3 BR, 2 bath, Spacious & beautiful",6722695,Elliot,,Lakeshore,37.8152,-122.23772,Entire home/apt,750,7,25,2024-05-18,0.20,28,329,0,
7008938,Simple Spacious Home,36742787,Evan,,Paradise Park,37.84799,-122.28375,Entire home/apt,,2,147,2025-08-11,1.18,1,181,7,
7054295,Beautiful Oakland Loft,8236007,Joerg,,Clawson,37.82129,-122.28761,Entire home/apt,,60,3,2023-03-31,0.03,1,0,0,
7096829,Private Cabin by Lake Merritt,1269476,Amy,,Lake Merritt,37.80855,-122.25206,Entire home/apt,115,2,681,2025-09-18,5.47,2,312,48,
7134681,Roomy Studio with Private Entrance on Leafy Street,37370984,Anthony,,Oakmore,37.806175231933594,-122.21110534667969,Entire home/apt,,3,236,2025-08-29,1.92,1,2,24,
7228403,Bay View Room in Art House,37846935,Cathy,,Upper Rockridge,37.84312,-122.24457,Private room,68,3,26,2021-01-13,0.21,2,91,0,
7290465,Beautiful bedroom in the hills.,38180296,Shantanu,,Shepherd Canyon,37.83023,-122.19402,Private room,110,1,38,2022-09-26,0.31,2,365,0,
7291498,Craftsman Style 3 Bdr North Oakland,5017482,Pamela And Richard,,Piedmont Avenue,37.83014,-122.25271,Entire home/apt,,7,4,2022-04-26,0.05,2,0,0,
7306392,Comfortable Family-Friendly Home,13678541,Christine,,Crocker Highland,37.8133,-122.22669,Entire home/apt,277,3,31,2021-10-11,0.25,2,96,0,
7308622,Young's Homes 3bd/1 bt SRO room,38287855,Ianya,,Longfellow,37.83235,-122.27631,Private room,36,7,5,2023-07-30,0.04,4,365,0,
7321614,Family home w/ great outdoor space,17577955,Susan,,Grand Lake,37.81849,-122.24709,Entire home/apt,575,5,11,2019-11-30,0.10,1,337,0,
7332795,Beautiful Studio by Lake Merritt,1183794,Eric,,Adams Point,37.80913,-122.25061,Entire home/apt,94,8,86,2025-06-22,0.70,1,75,2,
7397337,Gorgeous lakefront penthouse apartment!,445517,Morgan,,Merritt,37.79871,-122.25668,Entire home/apt,200,20,55,2025-01-25,0.44,1,365,1,
7472859,Beautiful bedroom in the hills.,38180296,Shantanu,,Piedmont Pines,37.82863,-122.19435,Private room,110,1,15,2022-08-17,0.12,2,179,0,
7548138,Young's Homes Single Men,38287855,Ianya,,Reservoir Hill-Meadow Brook,37.79329,-122.22631,Private room,44,7,1,2021-09-07,0.02,4,365,0,
7564163,Young's Homes SRO,38287855,Ianya,,Longfellow,37.83413,-122.27619,Private room,50,7,9,2022-10-26,0.09,4,365,0,
7579214,Bright Modern Secluded Oakland Hills Retreat,13784120,Melissa,,Piedmont Pines,37.82719,-122.19992,Entire home/apt,149,2,283,2025-08-28,2.32,1,335,14,
7594969,Stunning view of San Francisco -bedroom-2,26807158,Sara,,Forestland,37.84229,-122.20095,Private room,68,20,13,2024-07-11,0.11,2,89,0,
7694125,2112 Mini Paradise,31759539,La Tonya,,Fremont,37.77577,-122.20528,Entire home/apt,,2,63,2024-07-19,0.51,1,365,0,
7750138,A Midcentury's Night Dream- Oakland,40743109,Heidi,,Cleveland Heights,37.80446,-122.25012,Entire home/apt,124,4,268,2025-09-01,2.19,1,137,19,
7750960,Suite with Private Entrance near Oakland's Foodie District,4767502,Catherine,,Longfellow,37.83339,-122.27217,Private room,99,2,453,2025-07-21,3.69,2,360,4,
7804212,Beautiful Temescal Home on Quiet Street,7411512,Ely,,Temescal,37.829246520996094,-122.26219177246094,Entire home/apt,,15,16,2023-02-27,0.13,1,0,0,
8037244,"Oakland, walk to Lake Merritt",25182396,Michele,,Crocker Highland,37.81147,-122.23108,Entire home/apt,54,15,63,2020-09-30,0.51,3,267,0,
8052919,Private room and bath upstairs in private home.,42528413,Diane,,Sheffield Village,37.73586,-122.13513,Private room,104,2,250,2025-08-02,2.04,1,365,5,
8149088,Classic Oakland Home with backyard Sauna,3973693,Faith,,Bushrod,37.84823989868164,-122.26412963867188,Private room,45,5,46,2025-09-05,0.38,5,284,5,
8149518,Classic Oakland home built in 1906,3973693,Faith,,Bushrod,37.84861,-122.26275,Private room,43,3,57,2025-08-31,0.47,5,198,18,
8149763,Classic Oakland home near Berkeley,3973693,Faith,,Bushrod,37.84714,-122.2633,Private room,45,3,39,2025-07-21,0.32,5,278,8,
8195381,Rockridge Garden Cottage,74015,Nanci,,Shafter,37.83723,-122.25442,Entire home/apt,107,2,343,2025-09-09,2.81,1,309,42,
8429292,Peaceful 2 bd Sanctuary by Lake Merritt w Parking!,2662805,Belinda,,Cleveland Heights,37.80421,-122.24931,Entire home/apt,131,3,110,2025-08-15,0.90,1,175,11,
8442993,"Spacious, Sunny Loft Near BART",32704417,Diana,,Bushrod,37.85178,-122.26383,Private room,73,30,40,2019-08-10,0.34,1,178,0,
8489298,Newly Renovated 4BR/2BA Craftsman Gem in Rockridge,2439271,Takashi,,Shafter,37.84134,-122.257,Entire home/apt,,7,11,2025-08-03,0.11,1,0,2,
8543001,Private Garden Studio,2698197,Donald,,Prescott,37.81171,-122.30126,Entire home/apt,117,7,220,2024-05-21,1.89,1,235,0,
8555578,"Beautiful space, tech, dual screens with audio.",44516171,Paul,,Produce And Waterfront,37.79598,-122.26895,Entire home/apt,632,1,16,2022-05-12,0.14,1,365,0,
8598577,Victorian Retreat mins from SF!,45250190,Claudia Pena,,Prescott,37.80748,-122.29804,Entire home/apt,235,1,149,2025-09-08,3.25,1,321,26,
8686422,Experience a tranquil stay in the Oakland Hills.,45610488,Milt,,Chabot Park,37.74675370470131,-122.13777533574385,Private room,68,2,23,2025-09-21,2.82,2,164,23,
8722857,Spacious Remodel near Bart/Cal,23460384,Elizabeth,,Rockridge,37.85091,-122.24266,Entire home/apt,134,2,194,2025-08-30,1.63,1,5,23,
8830405,Large Private Studio: w/Room/Bath/Entrance/Parking,46249851,Stacie,,Montclair,37.83276,-122.21345,Private room,73,60,34,2023-07-23,0.28,1,270,0,
8848381,Charming home in East Oakland Hills,44960207,Fabiola,,Eastmont Hills,37.7683,-122.15627,Private room,75,4,6,2022-08-16,0.07,1,365,0,
8943252,Temescal Retreat - Live Like a Local!,3514,Jennifer,,Shafter,37.83954,-122.26047,Entire home/apt,77,4,163,2025-05-22,1.35,7,189,1,
8957580,Glenview Park Blvd Historic Tudor!,17380416,Sheryl,,Glenview,37.81231,-122.21598,Entire home/apt,135,1,44,2025-08-17,0.36,1,323,5,
9011449,"Bright, spacious  Rockridge studio with views",31148546,En Cynthia Lynette,,Rockridge,37.85096,-122.24678,Entire home/apt,126,2,220,2025-09-17,1.84,1,282,34,
9014823,Beautiful Upper Rockridge Mediterranean Villa,47072207,Fouad,,Upper Rockridge,37.84918,-122.23884,Entire home/apt,389,3,41,2025-05-22,0.34,2,179,1,
9077674,Welcome Home! Relax or dine in the yard,5986321,Joan,,Oakland Ave-Harrison St,37.81726,-122.25781,Private room,66,1,325,2025-08-03,2.70,1,37,2,
9098317,Eco-Cottage Sanctuary in Garden Oasis,10553493,Chantelise,,Redwood Heights,37.79458,-122.19021,Entire home/apt,115,2,248,2025-08-31,2.12,2,235,24,
9112647,Modern Private Studio - Heart of Rockridge,1308708,Jon & Carly,,Rockridge,37.84379,-122.24779,Entire home/apt,,3,82,2018-01-20,0.68,1,0,0,
9256322,Casa Bella 2 Bed Apt F in Temescal,48087904,Ann,,Temescal,37.83627,-122.26328,Entire home/apt,86,10,26,2022-08-11,0.22,3,179,0,
9257035,Casa Bella 2 Bed Apt A in Temesacal,48087904,Ann,,Temescal,37.83684,-122.26336,Entire home/apt,95,7,30,2024-05-18,0.26,3,179,0,
9365509,"Cozy, Private & Walkable Indoor/Outdoor Suite",48595555,Lara & Ike,,Montclair,37.83294,-122.21183,Entire home/apt,,7,79,2024-03-31,0.67,1,0,0,
9413679,Walk to University Efficiency Apt.,115130,Nhu,,Panoramic Hill,37.86712,-122.24236,Entire home/apt,125,14,77,2020-02-22,0.65,1,364,0,
9490179,Guest house in beautiful Tudor,2074170,Bobby,,Trestle Glen,37.80866,-122.23181,Entire home/apt,226,2,103,2025-05-26,0.87,1,176,3,
9699654,Private Home in Redwood Heights,46782141,Mary,,Oakmore,37.80364,-122.21509,Private room,150,4,0,,,1,88,0,
9811657,"Spacious, Sunny, Close to BART",10509127,Saffron,,Longfellow,37.828156,-122.268616,Private room,59,7,48,2025-08-24,0.42,1,247,4,
9844606,Over-Sized Suite in Oakland Hills Oasis,815415,Joy,,Eastmont Hills,37.7676,-122.16068,Entire home/apt,89,2,0,,,1,83,0,
9867919,Modern Guesthouse Retreat |AC| Walk2BART |Near Cal,99685402,Shailey,,Paradise Park,37.84977,-122.28505,Entire home/apt,125,2,27,2025-09-18,3.62,7,339,27,
9960829,Cozy Sunlit Room-Adams Point-Lake Merritt-Oakland,2416169,Gloria,,Adams Point,37.810615,-122.257456,Private room,51,1,349,2025-09-06,2.97,2,326,48,
10023120,Private One BR Apt & Yard - 7 Min to San Francisco,51466242,Courtney,,Prescott,37.81119,-122.29826,Entire home/apt,128,2,244,2025-06-01,2.07,2,327,5,
10036928,Charming Rockridge Home,2824987,Jason,,Shafter,37.83708,-122.25983,Entire home/apt,,4,13,2025-08-04,0.16,1,0,3,
10161217,Studio Guesthouse with private bathroom & W/D,46284870,Bobbie,,Reservoir Hill-Meadow Brook,37.79306,-122.22304,Entire home/apt,71,1,4,2024-08-23,0.27,1,171,0,
10281512,Spacious Montclair Retreat Near Trails & Village,52879149,Patrick,,Shepherd Canyon,37.82364,-122.20826,Entire home/apt,,5,23,2023-10-02,0.20,1,0,0,
10449283,Tiny House in Gorgeous Garden  - clean & cute!,407399,Louise,,Golden Gate,37.84199,-122.28527,Entire home/apt,85,4,39,2025-05-16,0.33,2,8,6,
10456016,Park-like home in the Oakland hills,8233448,Charles John,,Oakmore,37.81481,-122.21108,Private room,60,2,237,2025-06-07,2.04,1,5,3,
10581839,Spacious Sunlit Room-Adams Pt-Lake Merritt-Oakland,2416169,Gloria,,Adams Point,37.81062,-122.25746,Private room,64,1,180,2025-08-25,1.53,2,294,21,
10730214,"Sunny, boho-chic home near the Lake-Business Ready",1005373,Suzanne,,Grand Lake,37.8181,-122.24909,Entire home/apt,248,4,170,2025-08-31,1.54,1,225,14,
10813408,"Private Cozy Cottage in Oakland, CA",54286192,Colette,,Maxwell Park,37.77922,-122.19257,Entire home/apt,74,2,76,2025-09-21,0.65,1,339,2,
10877861,My apartment Is Clean and Charming.,40031666,Saladdin,,Ralph Bunche,37.81205,-122.28151,Private room,150,1,1,2019-06-16,0.01,1,179,0,
10890514,"Perfect location for FOX, BART, SF!",8124065,William,,Downtown,37.80515,-122.26809,Entire home/apt,250,2,35,2017-03-05,0.30,2,365,0,
10902785,Montclair Private Room + Bathroom,7256372,Daria,,Merriwood,37.83865,-122.19981,Private room,69,7,41,2025-05-26,0.35,3,232,4,
10905541,Modern & Luxurious Montclair Retreat,7256372,Daria,,Merriwood,37.839,-122.19981,Entire home/apt,499,7,7,2024-07-03,0.06,3,232,0,
10926858,Serene and comfortable 1 bedroom apt,55588089,Joelle,,Oakmore,37.81074,-122.20533,Entire home/apt,102,2,447,2025-09-23,3.82,3,223,59,
10927992,Standalone Studio/Office Cottage,1541669,Kimberly,,Cleveland Heights,37.80268,-122.24967,Entire home/apt,79,14,30,2025-08-14,0.26,2,264,1,
10942018,Private Bedroom in West Oakland,56735327,Ryan,,Prescott,37.8105,-122.29907,Private room,51,3,269,2025-09-01,2.35,1,48,11,
10988195,"Private & bright inlaw/ easy access to Oakland, SF",6327999,Angelique,,Millsmont,37.77654,-122.17213,Entire home/apt,68,14,377,2022-10-11,3.25,3,140,0,
11017799,Cozy Craftsman Studio Guest House,57172510,Zighereda,,Eastmont Hills,37.766,-122.16234,Entire home/apt,150,14,65,2023-02-26,0.59,1,363,0,
11084991,Clean Non-smoking Room / BART Accessible,57547968,Heather,,Coliseum,37.75862,-122.19431,Private room,,2,44,2024-02-29,0.38,1,0,0,
11092632,"Huge, epic, historic mansion. Easily sleeps 40+.",6722695,Elliot,,Highland Terrace,37.79419,-122.23994,Entire home/apt,2800,10,119,2021-01-18,1.02,28,365,0,
11260641,Charming Glenview Bungalow in-law,196681,Alison,,Glenview,37.81033,-122.21974,Entire home/apt,112,5,13,2024-05-11,0.46,1,355,0,
11289210,"Spacious Family House w/ VIEWS, Foosball, Balcony",3275273,Ben And Ashley,,Upper Laurel,37.79556795641795,-122.19255924697424,Entire home/apt,325,2,109,2025-09-08,3.18,2,59,37,
11439306,Cozy Comfort in North Oakland,15393688,Sara,,Bushrod,37.84544,-122.26629,Entire home/apt,,1,348,2025-08-10,3.06,2,0,11,
11514443,Garden cottage,3996039,Wanda,,Glenview,37.80214,-122.22484,Entire home/apt,105,7,15,2023-10-29,0.13,2,82,0,
11621289,Master Bedroom in sunny 2-Bdrm gem n Lake Merritt,16377237,Jennifer,,Merritt,37.79755,-122.25342,Private room,,140,5,2018-05-31,0.04,1,204,0,
11777915,Spacious & Sunny Apt w/ a Garden and Work Station,25828323,Shimrit,,Adams Point,37.81381,-122.25729,Entire home/apt,115,2,362,2025-09-06,3.18,4,65,16,
11844122,Clean Quiet Comfy Room Verification,63113094,Niphaphorn,,Redwood Heights,37.79666,-122.19207,Private room,68,7,129,2025-07-01,1.12,3,284,1,
11886281,Casa Bella 3 Bed Apt B in Temescal,48087904,Ann,,Temescal,37.83638,-122.26503,Entire home/apt,106,7,22,2022-09-01,0.19,3,179,0,
12094278,Magical Modern Cottage with Garden,2645712,Colin,,Fairview Park,37.84372,-122.25968,Entire home/apt,127,2,449,2025-09-01,3.91,2,342,33,
12114550,Sunny Garden Studio,64980979,Rovel Stephen,,Oakland Ave-Harrison St,37.81541,-122.26036,Entire home/apt,96,3,332,2025-07-05,2.89,1,264,1,
12174031,The Wabi-Sabi Cabin in North Oakland,48547,Nikole,,Longfellow,37.83318,-122.27427,Entire home/apt,100,2,55,2025-06-27,0.48,1,45,7,
12272158,Oakland Rockridge/Hardy street/frog park,10934346,David,,Shafter,37.84164,-122.25771,Private room,45,28,46,2019-09-13,0.41,1,363,0,
12311300,Quiet Casita – your Dreamforce Landing pad!,26139697,LauraLe,,Mountain View Cemetery,37.83163,-122.24316,Entire home/apt,198,3,28,2019-12-28,0.24,2,31,0,
12322026,Family Home with Magical Yard in the Hills,27415733,Kevin,,Woodminster,37.80788,-122.19307,Entire home/apt,,5,62,2025-08-03,0.56,1,0,2,
12366869,Sunny and private stand alone room,66812151,Zita,,Paradise Park,37.84642,-122.27828,Private room,60,1,442,2025-09-10,3.87,1,2,53,
12409730,"Back on Airbnb! Clean, with Private bath/entrance.",36154135,Kim,,Millsmont,37.77691,-122.17032,Private room,72,2,337,2025-09-21,2.99,1,87,17,
12432084,"Million $ View Master Suite, larger than 800sf!",36478622,Danna,,Upper Rockridge,37.83732,-122.22338,Private room,209,1,114,2022-08-05,1.04,3,365,0,
12571177,OverEasy - A Cozy Centrally-Located Apartment,26003447,Paget,,Paradise Park,37.84665,-122.28202,Entire home/apt,,1,292,2024-09-20,2.56,1,0,0,
12625205,Bright Mid-Century studio near Lake Merritt,23335101,Alisa,,Cleveland Heights,37.80540698988694,-122.24680080497335,Entire home/apt,,3,294,2025-09-01,3.39,1,0,4,
12686186,Wonderful Modern Home with Garden: 8th night free!,4767502,Catherine,,Longfellow,37.83147,-122.27017,Entire home/apt,,5,6,2024-07-02,0.06,2,0,0,
12710902,Charming Garden Suite with Enhanced Cleaning,4933170,Virginia,,Montclair,37.82932,-122.22105,Private room,66,21,227,2024-12-01,1.99,3,263,2,
12906524,"Cozy, Cool Studio Bungalow in Temescal",2129078,Sandy,,Temescal,37.83451,-122.25655,Entire home/apt,,3,288,2025-08-21,2.58,1,0,2,
12916871,Great Room/Private Bath/TV/Secured Parking/Kitchen,11608635,Adi Ludi,,Fairfax Business-Wentworth-Holland,37.77014614671194,-122.20092353336818,Private room,35,1,165,2025-01-17,1.45,4,80,2,
13316122,Rockridge Beauty near Rapid Transit,46594904,Emily Ann,,Rockridge,37.84304,-122.24831,Entire home/apt,,4,22,2023-08-13,0.21,1,0,0,
13377455,Beautifully Restored Oakland Victorian Home,36302234,Kate,,Hoover-Foster,37.81987,-122.27327,Entire home/apt,,14,0,,,1,178,0,
13381058,Downtown Spacious Private Modern Studio Apartment!,76050077,Alexander Hour Kim,,Old City-Produce And Waterfront,37.80168,-122.27585,Entire home/apt,78,3,389,2025-07-28,3.45,7,248,10,
13772155,"Travel prof, Colism Cncrts SF 
OakArpt, BART, safe",7121069,Lucia,,Woodland,37.75243,-122.18504,Private room,66,1,61,2025-04-02,0.62,3,267,2,
13779306,A nice set up private room,71165744,Alice,,Hoover-Foster,37.82494,-122.27464,Private room,39,3,111,2025-02-02,0.99,2,236,1,
13859800,Studio A - Modern Live/Work Space private,81892228,Josh,,Montclair,37.83248,-122.20652,Entire home/apt,,2,131,2025-08-16,1.17,1,83,6,
13980247,Lake Merritt 4 Bed 4 Bath Top Loc & Value,83404177,Woudenesh,,Grand Lake,37.81475,-122.24649,Entire home/apt,333,3,72,2025-08-09,0.65,7,269,1,
14015041,Green Room Very flexible self-check in,69875578,Jeffrey,,Brookfield Village,37.73487,-122.18449,Private room,40,1,158,2025-08-23,1.42,1,254,3,
14044098,Sunny 3/br Home nestled in the trees,1698066,Robin,,Montclair,37.8317,-122.22091,Entire home/apt,,10,9,2025-01-03,0.10,1,0,2,
14185391,"SPACIOUS GEM IN OAKLAND/ROCKRIDGE,  minutes to SF",6690876,Elizabeth,,Rockridge,37.84463,-122.2512,Private room,57,2,173,2025-08-22,1.56,1,301,4,
14449475,Classic Oakland home built in 1906,3973693,Faith,,Bushrod,37.84871,-122.26282,Private room,45,3,29,2025-08-24,0.32,5,275,3,
14669131,Large Bedroom in Art House,37846935,Cathy,,Upper Rockridge,37.84476,-122.24278,Private room,55,3,20,2017-07-12,0.18,2,1,0,
14698452,Cosy Hillside Studio,63113094,Niphaphorn,,Redwood Heights,37.79518,-122.19008,Private room,73,7,19,2018-11-17,0.17,3,365,0,
15022139,Lovely decorated comfortable room access,4344400,Kimberly,,Millsmont,37.77712,-122.17703,Private room,65,3,15,2025-07-09,0.14,2,363,2,
15060122,Beautiful private master ensuite/private entrance,12707416,Joel,,Millsmont,37.77754,-122.17401,Entire home/apt,70,1,420,2025-09-19,3.84,2,1,46,
15164429,Piedmont Ave Basement Studio! Walk anywhere,21698102,Margo,,Piedmont Avenue,37.82926,-122.25033,Entire home/apt,150,5,36,2024-05-23,0.34,2,178,0,
15254224,Woodsy In-Law,91299051,Daniel,,Piedmont Pines,37.82343,-122.18983,Entire home/apt,109,7,63,2025-08-30,0.62,1,267,3,
15359155,Cozy Oakland Craftsman,5026699,Thomas,,Dimond,37.79589,-122.20876,Entire home/apt,90,30,0,,,1,173,0,
15359794,Lake Merritt Large Studio  No stairs,83404177,Woudenesh,,Lakeshore,37.81425,-122.24472,Entire home/apt,96,14,13,2025-08-15,0.15,7,172,1,
15488205,Private sunny room close to BART,60446635,Ahmad,,Prescott,37.80852,-122.29909,Private room,48,31,35,2024-09-24,0.33,3,141,0,
15598535,Designer 2 bedroom with private garden,8762245,Camiel,,Lakeshore,37.81524,-122.24551,Entire home/apt,149,3,141,2025-08-10,1.31,3,294,4,
15679314,Mid-Century Modern Bay Area Retreat,22763392,April,,Upper Dimond,37.80168,-122.21299,Entire home/apt,225,3,246,2025-08-24,2.34,1,247,8,
15717455,"Colorful, Cozy, Garden 1BR Apartment North Oakland",54784505,Merced,,Hoover-Foster,37.82353,-122.27321,Entire home/apt,76,60,0,,,1,90,0,
15742221,Whole House,7810591,Joe,,Merriwood,37.8396,-122.21065,Entire home/apt,420,2,19,2025-08-17,0.20,2,168,2,
15831877,"1 block to BART, New Construction, Private, Bright",1541669,Kimberly,,Bushrod,37.85104,-122.26848,Entire home/apt,113,29,66,2025-08-21,0.61,2,263,4,
15897986,Cozy Oakland Bedroom in the Baker's House,103115328,Richard,,Sheffield Village,37.73606,-122.13651,Private room,59,1,66,2023-07-19,0.61,1,177,0,
15915221,Lovely 1915 Duplex Apartment near Lake Merritt,776074,Linda,,Adams Point,37.81073,-122.251213,Entire home/apt,,3,140,2024-12-01,1.31,1,0,1,
15928493,Cozy Rockridge Cottage | Walkers’ Paradise,99685402,Shailey,,Rockridge,37.8427,-122.24875,Entire home/apt,123,1,585,2025-09-19,5.44,7,244,53,
15970116,"Family sized 4BR, 3 Bath.",11315513,Michael,,Lakeshore,37.81699,-122.2364,Entire home/apt,875,5,18,2025-05-28,0.18,1,347,2,
15985596,Cottage Home on Large Wooded Property-Park access,1434104,Sara,,Oakmore,37.80759,-122.21503,Entire home/apt,133,4,19,2025-09-10,0.20,1,92,2,
16029644,Great Room/Bath Tub/TV/Secured Parking/Kitchen,11608635,Adi Ludi,,Fairfax Business-Wentworth-Holland,37.7717,-122.19862,Private room,45,1,110,2024-12-24,1.03,4,89,1,
16040272,Cozy Studio 2 Minutes Uber to BART,104390959,J,,Hoover-Foster,37.82438,-122.27092,Entire home/apt,82,3,131,2025-05-17,1.23,8,233,2,
16043756,Cozy private room close to BART,60446635,Ahmad,,Prescott,37.81042,-122.29882,Private room,43,31,18,2025-01-13,0.17,3,166,1,
16102055,Contemporary Apartment in a 19th Century House,22776946,Michael,,Upper Dimond,37.80326,-122.21717,Entire home/apt,85,5,113,2025-08-24,1.06,1,120,15,
16156476,Beautiful Cozy Cottage in a Great Location!,105451755,Sharon Ann,,Lakeshore,37.81555,-122.23873,Entire home/apt,140,2,258,2025-08-29,2.41,1,133,10,
16189483,Cozy & Cheerful Apartment in Heart of Rockridge,25136754,Suzanne,,Shafter,37.84225,-122.25276,Entire home/apt,105,1,394,2025-09-14,3.69,9,239,36,
16255756,Apartment for Two on Bustling College Ave,25136754,Suzanne,,Rockridge,37.84446,-122.25177,Entire home/apt,,1,379,2025-04-10,3.55,9,0,19,
16260126,Lovely Cottage garden oasis w/Hot Tub near BART 🌹,3654316,Suellen,,Longfellow,37.82987,-122.27655,Entire home/apt,82,2,285,2025-09-01,2.67,4,349,13,
16381520,"All New Apartment, Retro Building, Money Location",25136754,Suzanne,,Shafter,37.84243,-122.25169,Entire home/apt,135,1,303,2025-09-19,2.84,9,215,49,
